,HKT,CC,temp
552,2019-10-07 22:05:00,56.0,24.7
553,2019-10-07 22:06:00,56.0,24.7
554,2019-10-07 22:08:00,58.0,24.7
555,2019-10-07 22:10:00,59.0,
556,2019-10-07 22:11:00,58.0,
557,2019-10-07 22:13:00,59.0,
558,2019-10-07 22:15:00,57.0,24.6
559,2019-10-07 22:17:00,57.0,
560,2019-10-07 22:19:00,59.0,
561,2019-10-07 22:21:00,56.0,24.6
562,2019-10-07 22:23:00,58.0,24.6
563,2019-10-07 22:24:00,58.0,
564,2019-10-07 22:26:00,57.0,24.4
565,2019-10-07 22:28:00,58.0,24.4
566,2019-10-07 22:29:00,60.0,24.4
567,2019-10-07 22:31:00,60.0,24.4
568,2019-10-07 22:33:00,57.0,
569,2019-10-07 22:34:00,59.0,
570,2019-10-07 22:36:00,60.0,24.4
571,2019-10-07 22:38:00,59.0,24.4
572,2019-10-07 22:40:00,61.0,
573,2019-10-07 22:42:00,60.0,24.4
574,2019-10-07 22:44:00,59.0,24.4
575,2019-10-07 22:45:00,61.0,
576,2019-10-07 22:47:00,62.0,24.4
577,2019-10-07 22:49:00,63.0,
578,2019-10-07 22:50:00,62.0,24.4
579,2019-10-07 22:52:00,60.0,
580,2019-10-07 22:54:00,60.0,
581,2019-10-07 22:56:00,62.0,24.5
582,2019-10-07 22:58:00,63.0,24.5
583,2019-10-07 22:59:00,64.0,24.5
584,2019-10-07 23:01:00,65.0,24.5
585,2019-10-07 23:03:00,62.0,24.5
586,2019-10-07 23:04:00,64.0,
587,2019-10-07 23:06:00,65.0,
588,2019-10-07 23:08:00,64.0,24.4
589,2019-10-07 23:10:00,66.0,24.4
590,2019-10-07 23:11:00,66.0,
591,2019-10-07 23:13:00,63.0,
592,2019-10-07 23:14:59,63.0,
593,2019-10-07 23:17:00,63.0,
594,2019-10-07 23:19:00,65.0,
595,2019-10-07 23:20:59,61.0,
596,2019-10-07 23:23:00,60.0,
597,2019-10-07 23:24:59,60.0,24.2
598,2019-10-07 23:27:00,60.0,
599,2019-10-07 23:29:00,61.0,
600,2019-10-07 23:30:59,62.0,
601,2019-10-07 23:33:00,62.0,
602,2019-10-07 23:33:59,64.0,24.1
603,2019-10-07 23:36:00,62.0,
604,2019-10-07 23:38:00,63.0,24.1
605,2019-10-07 23:40:00,62.0,24.1
606,2019-10-07 23:42:00,62.0,
607,2019-10-07 23:43:59,60.0,
608,2019-10-07 23:46:00,61.0,
609,2019-10-07 23:48:00,57.0,24.2
610,2019-10-07 23:49:59,55.0,24.2
611,2019-10-07 23:51:00,57.0,
612,2019-10-07 23:53:00,56.0,24.2
613,2019-10-07 23:55:00,52.0,
614,2019-10-07 23:56:00,56.0,
615,2019-10-07 23:58:00,53.0,
616,2019-10-07 23:59:59,52.0,
617,2019-10-08 00:01:59,54.0,24.2
618,2019-10-08 00:04:00,54.0,24.2
619,2019-10-08 00:05:59,55.0,24.2
620,2019-10-08 00:08:00,53.0,24.2
621,2019-10-08 00:08:59,53.0,24.2
622,2019-10-08 00:11:00,55.0,24.2
623,2019-10-08 00:11:59,53.0,24.2
624,2019-10-08 00:14:00,55.0,24.2
625,2019-10-08 00:15:59,53.0,24.2
626,2019-10-08 00:17:00,54.0,24.2
627,2019-10-08 00:18:59,55.0,24.2
628,2019-10-08 00:20:00,53.0,24.2
629,2019-10-08 00:21:59,55.0,24.2
630,2019-10-08 00:23:00,56.0,24.2
631,2019-10-08 00:24:59,56.0,24.2
632,2019-10-08 00:27:00,58.0,24.2
633,2019-10-08 00:27:59,58.0,24.2
634,2019-10-08 00:30:00,56.0,24.2
635,2019-10-08 00:30:59,55.0,24.2
636,2019-10-08 00:33:00,55.0,24.2
637,2019-10-08 00:34:59,56.0,24.1
638,2019-10-08 00:36:00,56.0,24.1
639,2019-10-08 00:37:59,57.0,24.1
640,2019-10-08 00:40:00,59.0,24.1
641,2019-10-08 00:40:59,60.0,24.1
642,2019-10-08 00:43:00,60.0,24.1
643,2019-10-08 00:43:59,60.0,24.1
644,2019-10-08 00:46:00,60.0,24.1
645,2019-10-08 00:47:59,56.0,24.1
646,2019-10-08 00:49:00,57.0,24.1
647,2019-10-08 00:50:59,58.0,24.1
648,2019-10-08 00:52:00,55.0,24.1
649,2019-10-08 00:53:59,58.0,24.1
650,2019-10-08 00:56:00,62.0,24.1
651,2019-10-08 00:56:59,62.0,24.1
652,2019-10-08 00:59:00,62.0,24.1
653,2019-10-08 01:01:00,61.0,24.1
654,2019-10-08 01:02:00,61.0,24.1
655,2019-10-08 01:04:00,61.0,24.1
656,2019-10-08 01:05:00,59.0,24.2
657,2019-10-08 01:07:00,62.0,24.2
658,2019-10-08 01:09:00,61.0,24.2
659,2019-10-08 01:10:00,63.0,24.2
